Partition_ID,Verification,SAT_count,UNSAT_count,UNK_count,h_attempt,h_success,B_compression,S_compression,ST_compression,H_compression,T_compression,SV-time,S-time,HV-Time,H-Time,Total-Time,C-check,V-accurate,Original-acc,Pruned-acc,Acc-dec,C1,C2
1,unsat,0,1,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.283,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
2,unsat,0,2,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.266,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
3,unsat,0,3,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.264,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
4,unsat,0,4,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.228,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
5,unsat,0,5,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.162,0.27,0,0.0,0.27,0,0,0.7133,1.0,-,,
6,unsat,0,6,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.275,0.46,0,0.0,0.46,0,0,0.7133,1.0,-,,
7,unsat,0,7,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.428,0.55,0,0.0,0.55,0,0,0.7133,1.0,-,,
8,unsat,0,8,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.387,0.5,0,0.0,0.5,0,0,0.7133,1.0,-,,
9,unsat,0,9,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.235,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
10,unsat,0,10,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.163,0.27,0,0.0,0.27,0,0,0.7133,1.0,-,,
11,unsat,0,11,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.22,0.32,0,0.0,0.33,0,0,0.7133,1.0,-,,
12,unsat,0,12,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.271,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
13,unsat,0,13,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.234,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
14,unsat,0,14,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.28,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
15,unsat,0,15,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.197,0.3,0,0.0,0.3,0,0,0.7133,1.0,-,,
16,unsat,0,16,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.271,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
17,unsat,0,17,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.27,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
18,unsat,0,18,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.3,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
19,unsat,0,19,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.314,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
20,unsat,0,20,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.243,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
21,unsat,0,21,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.233,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
22,unsat,0,22,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.269,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
23,unsat,0,23,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.148,0.25,0,0.0,0.25,0,0,0.7133,1.0,-,,
24,unsat,0,24,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.249,0.35,0,0.0,0.35,0,0,0.7133,1.0,-,,
25,unsat,0,25,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.197,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
26,unsat,0,26,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.257,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
27,unsat,0,27,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.276,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
28,unsat,0,28,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.288,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
29,unsat,0,29,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.235,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
30,unsat,0,30,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.249,0.35,0,0.0,0.35,0,0,0.7133,1.0,-,,
31,unsat,0,31,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.232,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
32,unsat,0,32,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.31,0.41,0,0.0,0.41,0,0,0.7133,1.0,-,,
33,unsat,0,33,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.212,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
34,unsat,0,34,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.203,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
35,unsat,0,35,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.124,0.23,0,0.0,0.23,0,0,0.7133,1.0,-,,
36,unsat,0,36,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.427,0.54,0,0.0,0.54,0,0,0.7133,1.0,-,,
37,unsat,0,37,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.317,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
38,unsat,0,38,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.182,0.3,0,0.0,0.3,0,0,0.7133,1.0,-,,
39,unsat,0,39,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.26,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
40,sat,1,39,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.123,0.23,0,0.0,0.23,1,1,0.7133,1.0,-,"[2.000e+00 8.000e+01 0.000e+00 9.000e+00 1.304e+04 0.000e+00 2.000e+00
 1.000e+00 0.000e+00 4.000e+00 0.000e+00 1.000e+00 2.000e+00 2.000e+00
 4.000e+00 0.000e+00 1.000e+00 0.000e+00 1.000e+00 1.000e+00]","[2.0000e+00 8.0000e+01 0.0000e+00 9.0000e+00 1.3024e+04 0.0000e+00
 2.0000e+00 1.0000e+00 0.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00
 2.0000e+00 2.0000e+00 4.0000e+00 0.0000e+00 1.0000e+00 0.0000e+00
 1.0000e+00 0.0000e+00]"
41,unsat,1,40,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.271,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
42,unsat,1,41,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.274,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
43,unsat,1,42,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.193,0.29,0,0.0,0.29,0,0,0.7133,1.0,-,,
44,unsat,1,43,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.401,0.5,0,0.0,0.5,0,0,0.7133,1.0,-,,
45,unsat,1,44,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.314,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
46,unsat,1,45,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.29,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
47,unsat,1,46,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.407,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
48,unsat,1,47,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.25,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
49,unsat,1,48,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.267,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
50,unsat,1,49,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.317,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
51,unsat,1,50,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.281,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
52,unsat,1,51,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.259,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
53,unsat,1,52,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.282,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
54,unsat,1,53,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.199,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
55,unsat,1,54,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.29,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
56,unsat,1,55,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.263,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
57,unsat,1,56,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.275,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
58,unsat,1,57,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.156,0.26,0,0.0,0.26,0,0,0.7133,1.0,-,,
59,unsat,1,58,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.221,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
60,unsat,1,59,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.281,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
61,unsat,1,60,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.277,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
62,unsat,1,61,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.451,0.56,0,0.0,0.56,0,0,0.7133,1.0,-,,
63,unsat,1,62,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.421,0.53,0,0.0,0.53,0,0,0.7133,1.0,-,,
64,unsat,1,63,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.274,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
65,unsat,1,64,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.421,0.52,0,0.0,0.52,0,0,0.7133,1.0,-,,
66,unsat,1,65,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.235,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
67,unsat,1,66,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.152,0.29,0,0.0,0.29,0,0,0.7133,1.0,-,,
68,unsat,1,67,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.23,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
69,unsat,1,68,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.282,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
70,unsat,1,69,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.266,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
71,unsat,1,70,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.156,0.26,0,0.0,0.26,0,0,0.7133,1.0,-,,
72,unsat,1,71,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.264,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
73,unsat,1,72,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.406,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
74,unsat,1,73,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.321,0.47,0,0.0,0.47,0,0,0.7133,1.0,-,,
75,unsat,1,74,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.235,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
76,unsat,1,75,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.331,0.44,0,0.0,0.44,0,0,0.7133,1.0,-,,
77,unsat,1,76,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.285,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
78,unsat,1,77,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.411,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
79,unsat,1,78,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.285,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
80,unsat,1,79,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.141,0.24,0,0.0,0.24,0,0,0.7133,1.0,-,,
81,unsat,1,80,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.304,0.41,0,0.0,0.41,0,0,0.7133,1.0,-,,
82,unsat,1,81,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.417,0.53,0,0.0,0.53,0,0,0.7133,1.0,-,,
83,unsat,1,82,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.302,0.41,0,0.0,0.41,0,0,0.7133,1.0,-,,
84,unsat,1,83,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.275,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
85,unsat,1,84,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.284,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
86,unsat,1,85,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.268,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
87,unsat,1,86,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.16,0.26,0,0.0,0.26,0,0,0.7133,1.0,-,,
88,unsat,1,87,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.15,0.25,0,0.0,0.25,0,0,0.7133,1.0,-,,
89,unsat,1,88,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.176,0.28,0,0.0,0.28,0,0,0.7133,1.0,-,,
90,unsat,1,89,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.441,0.54,0,0.0,0.54,0,0,0.7133,1.0,-,,
91,unsat,1,90,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.281,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
92,unsat,1,91,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.274,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
93,unsat,1,92,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.328,0.43,0,0.0,0.43,0,0,0.7133,1.0,-,,
94,unsat,1,93,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.323,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
95,unsat,1,94,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.209,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
96,unsat,1,95,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.293,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
97,unsat,1,96,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.232,0.35,0,0.0,0.35,0,0,0.7133,1.0,-,,
98,unsat,1,97,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.257,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
99,unsat,1,98,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.249,0.35,0,0.0,0.35,0,0,0.7133,1.0,-,,
100,unsat,1,99,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.336,0.44,0,0.0,0.44,0,0,0.7133,1.0,-,,
101,unsat,1,100,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.283,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
102,unsat,1,101,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.168,0.28,0,0.0,0.28,0,0,0.7133,1.0,-,,
103,unsat,1,102,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.224,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
104,unsat,1,103,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.26,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
105,unsat,1,104,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.231,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
106,unsat,1,105,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.281,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
107,unsat,1,106,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.224,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
108,unsat,1,107,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.381,0.49,0,0.0,0.49,0,0,0.7133,1.0,-,,
109,unsat,1,108,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.419,0.53,0,0.0,0.53,0,0,0.7133,1.0,-,,
110,unsat,1,109,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.213,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
111,unsat,1,110,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.402,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
112,unsat,1,111,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.22,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
113,unsat,1,112,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.198,0.3,0,0.0,0.3,0,0,0.7133,1.0,-,,
114,unsat,1,113,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.275,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
115,unsat,1,114,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.186,0.29,0,0.0,0.29,0,0,0.7133,1.0,-,,
116,unsat,1,115,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.304,0.41,0,0.0,0.41,0,0,0.7133,1.0,-,,
117,unsat,1,116,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.394,0.5,0,0.0,0.5,0,0,0.7133,1.0,-,,
118,unsat,1,117,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.277,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
119,unsat,1,118,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.272,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
120,unsat,1,119,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.215,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
121,unsat,1,120,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.334,0.43,0,0.0,0.43,0,0,0.7133,1.0,-,,
122,unsat,1,121,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.162,0.27,0,0.0,0.27,0,0,0.7133,1.0,-,,
123,unsat,1,122,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.28,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
124,unsat,1,123,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.253,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
125,unsat,1,124,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.283,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
126,unsat,1,125,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.289,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
127,unsat,1,126,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.255,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
128,unsat,1,127,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.273,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
129,unsat,1,128,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.303,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
130,unsat,1,129,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.215,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
131,unsat,1,130,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.199,0.3,0,0.0,0.3,0,0,0.7133,1.0,-,,
132,unsat,1,131,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.321,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
133,unsat,1,132,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.221,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
134,unsat,1,133,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.319,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
135,unsat,1,134,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.233,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
136,unsat,1,135,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.138,0.24,0,0.0,0.24,0,0,0.7133,1.0,-,,
137,unsat,1,136,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.234,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
138,unsat,1,137,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.409,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
139,unsat,1,138,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.236,0.34,0,0.0,0.34,0,0,0.7133,1.0,-,,
140,unsat,1,139,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.32,0.43,0,0.0,0.43,0,0,0.7133,1.0,-,,
141,unsat,1,140,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.305,0.41,0,0.0,0.41,0,0,0.7133,1.0,-,,
142,unsat,1,141,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.42,0.52,0,0.0,0.52,0,0,0.7133,1.0,-,,
143,unsat,1,142,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.459,0.56,0,0.0,0.56,0,0,0.7133,1.0,-,,
144,unsat,1,143,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.342,0.46,0,0.0,0.46,0,0,0.7133,1.0,-,,
145,unsat,1,144,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.313,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
146,unsat,1,145,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.213,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
147,unsat,1,146,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.376,0.51,0,0.0,0.51,0,0,0.7133,1.0,-,,
148,unsat,1,147,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.234,0.36,0,0.0,0.36,0,0,0.7133,1.0,-,,
149,unsat,1,148,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.159,0.28,0,0.0,0.28,0,0,0.7133,1.0,-,,
150,unsat,1,149,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.286,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
151,unsat,1,150,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.279,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
152,unsat,1,151,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.284,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
153,unsat,1,152,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.218,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
154,unsat,1,153,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.198,0.3,0,0.0,0.3,0,0,0.7133,1.0,-,,
155,unsat,1,154,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.383,0.49,0,0.0,0.49,0,0,0.7133,1.0,-,,
156,unsat,1,155,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.167,0.29,0,0.0,0.29,0,0,0.7133,1.0,-,,
157,unsat,1,156,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.458,0.56,0,0.0,0.56,0,0,0.7133,1.0,-,,
158,unsat,1,157,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.22,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
159,unsat,1,158,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.155,0.26,0,0.0,0.26,0,0,0.7133,1.0,-,,
160,unsat,1,159,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.294,0.4,0,0.0,0.4,0,0,0.7133,1.0,-,,
161,unsat,1,160,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.4,0.5,0,0.0,0.5,0,0,0.7133,1.0,-,,
162,unsat,1,161,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.229,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
163,unsat,1,162,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.199,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
164,unsat,1,163,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.376,0.48,0,0.0,0.48,0,0,0.7133,1.0,-,,
165,unsat,1,164,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.205,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
166,unsat,1,165,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.406,0.52,0,0.0,0.52,0,0,0.7133,1.0,-,,
167,unsat,1,166,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.171,0.27,0,0.0,0.27,0,0,0.7133,1.0,-,,
168,sat,2,166,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.146,0.26,0,0.0,0.26,1,1,0.7133,1.0,-,"[2.0000e+00 7.9000e+01 2.0000e+00 9.0000e+00 1.3099e+04 0.0000e+00
 0.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 2.0000e+00 0.0000e+00
 1.0000e+00 2.0000e+00 4.0000e+00 3.0000e+00 2.0000e+00 0.0000e+00
 0.0000e+00 1.0000e+00]","[2.0000e+00 7.9000e+01 2.0000e+00 9.0000e+00 1.3049e+04 0.0000e+00
 0.0000e+00 1.0000e+00 2.0000e+00 4.0000e+00 2.0000e+00 0.0000e+00
 1.0000e+00 2.0000e+00 4.0000e+00 3.0000e+00 2.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00]"
169,unsat,2,167,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.23,0.33,0,0.0,0.33,0,0,0.7133,1.0,-,,
170,unsat,2,168,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.214,0.32,0,0.0,0.32,0,0,0.7133,1.0,-,,
171,unsat,2,169,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.249,0.35,0,0.0,0.35,0,0,0.7133,1.0,-,,
172,unsat,2,170,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.272,0.38,0,0.0,0.38,0,0,0.7133,1.0,-,,
173,unsat,2,171,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.32,0.42,0,0.0,0.42,0,0,0.7133,1.0,-,,
174,sat,3,171,0,0,0,0.6364,0.0,0.6364,0,0.6364,1.145,1.25,0,0.0,1.25,1,1,0.7133,1.0,-,"[2.0000e+00 5.6000e+01 0.0000e+00 0.0000e+00 1.2987e+04 0.0000e+00
 2.0000e+00 4.0000e+00 1.0000e+00 4.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 3.0000e+00 2.0000e+00 0.0000e+00
 1.0000e+00 1.0000e+00]","[2.0000e+00 5.6000e+01 0.0000e+00 0.0000e+00 1.2954e+04 0.0000e+00
 2.0000e+00 4.0000e+00 1.0000e+00 4.0000e+00 0.0000e+00 0.0000e+00
 0.0000e+00 0.0000e+00 1.0000e+00 3.0000e+00 2.0000e+00 0.0000e+00
 1.0000e+00 0.0000e+00]"
175,unsat,3,172,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.142,0.26,0,0.0,0.26,0,0,0.7133,1.0,-,,
176,unsat,3,173,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.26,0.37,0,0.0,0.37,0,0,0.7133,1.0,-,,
177,unsat,3,174,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.245,0.39,0,0.0,0.39,0,0,0.7133,1.0,-,,
178,unsat,3,175,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.163,0.27,0,0.0,0.27,0,0,0.7133,1.0,-,,
179,unsat,3,176,0,0,0,0.6364,0.0,0.6364,0,0.6364,0.212,0.31,0,0.0,0.31,0,0,0.7133,1.0,-,,
